title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"Condo For Rent in 7807, South Javier, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/1br-minimalist-condo-unit-for-rent-in-the-oriental-place-ad-264-ln964812,"PHP 20,000/ month","7807, South Javier, Makati City, Metro Manila, 1230",,23 m²,1,1,Available from 9 Jul,,24 Nov 13:50,Housing I.,"['PHP 20,000/ month', '/ month', '7807, South Javier, Makati City, Metro Manila, 1230', 'Bedrooms:', '1', 'Area:', '23 m²', 'Bathrooms:', '1', 'Available from:', '9 Jul']"
"Condo For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-studio-century-spire-ad-263-ln276844,"PHP 10,000,000","Makati City, Metro Manila",,30 m²,Studio,1,Available from 26 Feb,,24 Nov 13:50,Housing I.,"['PHP 10,000,000', 'Makati City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '30 m²', 'Bathrooms:', '1', 'Available from:', '26 Feb']"
"Condo For Rent in 18, Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2br-for-rent-in-edades-tower-ad-262-ln114437,"PHP 110,000/ month","18, Amorsolo Drive, Makati City, Metro Manila, 1209",,96 m²,2,2,Available from 26 Feb,,24 Nov 13:50,Housing I.,"['PHP 110,000/ month', '/ month', '18, Amorsolo Drive, Makati City, Metro Manila, 1209', 'Bedrooms:', '2', 'Area:', '96 m²', 'Bathrooms:', '2', 'Available from:', '26 Feb']"
"House and Lot For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/house-and-lot/house-and-lot-for-sale-in-taguig-city-ad-260-ln803588,"PHP 1,300,000","Taguig, Metro Manila",,24 m²,2,2,Available from 13 Jun,,24 Nov 13:50,Housing I.,"['PHP 1,300,000', 'Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '24 m²', 'Bathrooms:', '2', 'Available from:', '13 Jun']"
"House and Lot For Rent in 135-B, F.Zobel, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/for-lease-2-storey-house-lot-in-san-miguel-village-ad-259-ln704068,"PHP 170,000/ month","135-B, F.Zobel, Makati City, Metro Manila, 1210",,330 m²,3,3,Available from 1 May,,24 Nov 13:50,Housing I.,"['PHP 170,000/ month', '/ month', '135-B, F.Zobel, Makati City, Metro Manila, 1210', 'Bedrooms:', '3', 'Area:', '330 m²', 'Bathrooms:', '3', 'Available from:', '1 May']"
"Condo For Sale in 72 B, Rada, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/condo/1br-semi-furnished-unit-for-sale-in-rada-regency-ad-257-ln862379,"PHP 5,217,000","72 B, Rada, Betterliving Subdivision, Parañaque, Metro Manila, 1711",,31 m²,1,1,Available from 28 Feb,,24 Nov 13:50,Housing I.,"['PHP 5,217,000', '72 B, Rada, Betterliving Subdivision, Parañaque, Metro Manila, 1711', 'Bedrooms:', '1', 'Area:', '31 m²', 'Bathrooms:', '1', 'Available from:', '28 Feb']"
"House and Lot For Sale in Camarin Road, Caloocan",https://lifenavi.com/ph/properties/caloocan/for-sale/house-and-lot/3br-house-lot-for-sale-in-caloocan-city-ad-256-ln314614,"PHP 3,300,000","0, Camarin Road, Caloocan, Metro Manila",,00 m²,3,2,Available from 28 Feb,,24 Nov 13:50,Housing I.,"['PHP 3,300,000', '0, Camarin Road, Caloocan, Metro Manila', 'Bedrooms:', '3', 'Area:', '00 m²', 'Bathrooms:', '2', 'Available from:', '28 Feb']"
"Condo For Rent in 28, Plaza Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/studio-type-for-rent-at-joya-lofts-and-towers-ad-255-ln457491,"PHP 35,000/ month","28, Plaza Drive, Makati City, Metro Manila",,33 m²,Studio,1,Available from 19 Jul,,24 Nov 13:50,Housing I.,"['PHP 35,000/ month', '/ month', '28, Plaza Drive, Makati City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '33 m²', 'Bathrooms:', '1', 'Available from:', '19 Jul']"
"Condo For Sale in 14F, West Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-unit-in-park-terraces-ad-254-ln907064,"PHP 23,000,000","14F, West Street, Makati City, Metro Manila",,83 m²,1,1,Available from 3 Mar,,24 Nov 13:50,Housing I.,"['PHP 23,000,000', '14F, West Street, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '83 m²', 'Bathrooms:', '1', 'Available from:', '3 Mar']"
"Condo For Sale in 6370, Camia, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-brand-new-2br-unit-in-proscenium-residences-ad-253-ln573546,"PHP 46,000,000","6370, Camia, Makati City, Kalakhang Maynila, 1200",,121 m²,2,2,Available from 3 Mar,,24 Nov 13:50,Housing I.,"['PHP 46,000,000', '6370, Camia, Makati City, Kalakhang Maynila, 1200', 'Bedrooms:', '2', 'Area:', '121 m²', 'Bathrooms:', '2', 'Available from:', '3 Mar']"
"Condo For Sale in Anonas, Manila",https://lifenavi.com/ph/properties/manila/for-sale/condo/for-sale-1br-corner-unit-in-el-pueblo-manila-ad-252-ln499925,"PHP 4,000,000","Anonas, Santa Mesa, Manila, Kalakhang Maynila",,28 m²,1,1,Available from 3 Mar,,24 Nov 13:50,Housing I.,"['PHP 4,000,000', 'Anonas, Santa Mesa, Manila, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '28 m²', 'Bathrooms:', '1', 'Available from:', '3 Mar']"
"House and Lot For Rent in 132, 10th Street, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/house-and-lot/modern-3-storey-5-bedroom-modern-townhouse-for-rent-in-new-manila-ad-251-ln736376,"PHP 120,000/ month","132, 10th Street, Quezon City, Metro Manila",,500 m²,5+,5,Available from 4 Mar,,24 Nov 13:50,Housing I.,"['PHP 120,000/ month', '/ month', '132, 10th Street, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '500 m²', 'Bathrooms:', '5', 'Available from:', '4 Mar']"
"House and Lot For Rent in 5, Twinpeaks Drive, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/house-and-lot/grand-3-bedroom-bungalow-for-rent-in-blue-ridge-b-ad-250-ln894538,"PHP 130,000/ month","5, Twinpeaks Drive, Project 4, Quezon City, Metro Manila, 1109",,150 m²,3,3,Available from 4 Mar,,24 Nov 13:50,Housing I.,"['PHP 130,000/ month', '/ month', '5, Twinpeaks Drive, Project 4, Quezon City, Metro Manila, 1109', 'Bedrooms:', '3', 'Area:', '150 m²', 'Bathrooms:', '3', 'Available from:', '4 Mar']"
"Condo For Rent in 18, Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/3-br-unit-for-rent-in-edades-tower-ad-249-ln432709,"PHP 200,000/ month","18, Amorsolo Drive, Makati City, Metro Manila, 1209",,232 m²,3,2,Available from 1 Oct,,24 Nov 13:50,Housing I.,"['PHP 200,000/ month', '/ month', '18, Amorsolo Drive, Makati City, Metro Manila, 1209', 'Bedrooms:', '3', 'Area:', '232 m²', 'Bathrooms:', '2', 'Available from:', '1 Oct']"
"Condo For Sale in 108, Valero Access Road 4, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-corner-unit-in-three-central-ad-248-ln101978,"PHP 7,500,000","108, Valero Access Road 4, Makati City, Metro Manila",,44.2 m²,1,1,Available from 6 Mar,,24 Nov 13:50,Housing I.,"['PHP 7,500,000', '108, Valero Access Road 4, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '44.2 m²', 'Bathrooms:', '1', 'Available from:', '6 Mar']"
"Condo For Sale in 26th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-2br-unit-at-the-icon-residences-ad-247-ln545158,"PHP 23,000,000","26th Street, Makati City, Kalakhang Maynila",,122 m²,2,2,Available from 6 Mar,,24 Nov 13:50,Housing I.,"['PHP 23,000,000', '26th Street, Makati City, Kalakhang Maynila', 'Bedrooms:', '2', 'Area:', '122 m²', 'Bathrooms:', '2', 'Available from:', '6 Mar']"
"Condo For Sale in 27th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/1-bedroom-unit-for-sale-at-verve-residences-ad-246-ln459723,"PHP 15,500,000","27th Street, Taguig, Kalakhang Maynila",,60 m²,1,1,Available from 6 Mar,,24 Nov 13:50,Housing I.,"['PHP 15,500,000', '27th Street, Taguig, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '60 m²', 'Bathrooms:', '1', 'Available from:', '6 Mar']"
"House and Lot For Sale in 128, Panorama Street, Antipolo",https://lifenavi.com/ph/properties/antipolo/for-sale/house-and-lot/house-and-lot-for-sale-in-rancho-estates-ad-245-ln242752,"PHP 9,500,000","128, Panorama Street, Antipolo, Calabarzon, 1820",,80 m²,2,2,Available from 6 Mar,,24 Nov 13:50,Housing I.,"['PHP 9,500,000', '128, Panorama Street, Antipolo, Calabarzon, 1820', 'Bedrooms:', '2', 'Area:', '80 m²', 'Bathrooms:', '2', 'Available from:', '6 Mar']"
"Condo For Rent in Internal Avenue, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-rent/condo/37j-tower-2-st-francis-shangri-la-place-ad-244-ln217204,"PHP 55,000/ month","Internal Avenue, Ortigas Center, Mandaluyong City, Metro Manila",,55 m²,1,1,Available from 7 Mar,,24 Nov 13:49,Housing I.,"['PHP 55,000/ month', '/ month', 'Internal Avenue, Ortigas Center, Mandaluyong City, Metro Manila', 'Bedrooms:', '1', 'Area:', '55 m²', 'Bathrooms:', '1', 'Available from:', '7 Mar']"
"Condo For Sale in 1630, Florence Way, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-2br-unit-in-viceroy-residences-ad-243-ln463401,"PHP 10,250,000","1630, Florence Way, Taguig, Metro Manila",,56 m²,2,2,Available from 7 Mar,,24 Nov 13:49,Housing I.,"['PHP 10,250,000', '1630, Florence Way, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '56 m²', 'Bathrooms:', '2', 'Available from:', '7 Mar']"
"House and Lot For Sale in 1, 1st Street, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/classy-4-bedroom-house-for-sale-in-st-ignatius-village-ad-242-ln980490,"PHP 65,000,000","1, 1st Street, Quezon City, Metro Manila, 1800",,500 m²,4,4,Available from 24 Sep,,24 Nov 13:49,Housing I.,"['PHP 65,000,000', '1, 1st Street, Quezon City, Metro Manila, 1800', 'Bedrooms:', '4', 'Area:', '500 m²', 'Bathrooms:', '4', 'Available from:', '24 Sep']"
"Condo For Sale in 1634, Florence Way, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-studio-in-morgan-suites-executive-residences-ad-241-ln711489,"PHP 3,108,000","1634, Florence Way, Taguig, Metro Manila",,23 m²,Studio,1,Available from 10 Mar,,24 Nov 13:49,Housing I.,"['PHP 3,108,000', '1634, Florence Way, Taguig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '23 m²', 'Bathrooms:', '1', 'Available from:', '10 Mar']"
"Condo For Rent in 124, L.P. Leviste Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-fancy-3-bedroom-condominium-in-lpl-plaza-makati-city-ad-240-ln498448,"PHP 130,000/ month","124, L.P. Leviste Street, Makati City, Metro Manila",,244 m²,3,3,Available from 11 Mar,,24 Nov 13:49,Housing I.,"['PHP 130,000/ month', '/ month', '124, L.P. Leviste Street, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '244 m²', 'Bathrooms:', '3', 'Available from:', '11 Mar']"
"Condo For Rent in 1709, Investment Drive, Muntinlupa",https://lifenavi.com/ph/properties/muntinlupa/for-rent/condo/modern-studio-unit-for-rent-in-westgate-tower-ad-239-ln580681,"PHP 41,356/ month","1709, Investment Drive, Muntinlupa, Metro Manila",,71.12 m²,Studio,1,Available from 1 Aug,,24 Nov 13:49,Housing I.,"['PHP 41,356/ month', '/ month', '1709, Investment Drive, Muntinlupa, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '71.12 m²', 'Bathrooms:', '1', 'Available from:', '1 Aug']"
"House and Lot For Rent in 161, Neptune, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/fully-furnished-4br-house-and-lot-for-rent-at-bel-air-village-ii-makati-ad-238-ln456491,"PHP 140,000/ month","161, Neptune, Makati City, Metro Manila",,350 m²,4,3,Available from 2 Jun,,24 Nov 13:49,Housing I.,"['PHP 140,000/ month', '/ month', '161, Neptune, Makati City, Metro Manila', 'Bedrooms:', '4', 'Area:', '350 m²', 'Bathrooms:', '3', 'Available from:', '2 Jun']"
"House and Lot For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/grand-3-storey-6-bedroom-house-with-balcony-for-sale-in-ayala-alabang-village-ad-237-ln633490,"PHP 190,000,000","Muntinlupa, Metro Manila",,2000 m²,5+,5,Available from 11 Mar,,24 Nov 13:49,Housing I.,"['PHP 190,000,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', '5+', 'Area:', '2000 m²', 'Bathrooms:', '5', 'Available from:', '11 Mar']"
"Condo For Rent in 2016, 9th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-fully-furnished-1-bedroom-unit-for-rent-in-one-uptown-residences-ad-236-ln328831,"PHP 29,000/ month","2016, 9th Avenue, Makati City, Metro Manila, 1634",,36 m²,1,1,Available from 6 Apr,,24 Nov 13:49,Housing I.,"['PHP 29,000/ month', '/ month', '2016, 9th Avenue, Makati City, Metro Manila, 1634', 'Bedrooms:', '1', 'Area:', '36 m²', 'Bathrooms:', '1', 'Available from:', '6 Apr']"
"Condo For Sale in Jackson Avenue, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/condo/for-sale-4br-tandem-unit-in-oak-harbor-residences-ad-235-ln599307,"PHP 37,500,000","Jackson Avenue, Parañaque, Metro Manila",,200 m²,4,1,Available from 11 Mar,,24 Nov 13:49,Housing I.,"['PHP 37,500,000', 'Jackson Avenue, Parañaque, Metro Manila', 'Bedrooms:', '4', 'Area:', '200 m²', 'Bathrooms:', '1', 'Available from:', '11 Mar']"
"Condo For Rent in 30th Street, 1st Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-3br-in-penhurst-parkplace-ad-234-ln562512,"PHP 70,000/ month","30th Street, 1st Avenue, Taguig, Metro Manila, 1630",,95 m²,3,2,Available from 11 Mar,,24 Nov 13:49,Housing I.,"['PHP 70,000/ month', '/ month', '30th Street, 1st Avenue, Taguig, Metro Manila, 1630', 'Bedrooms:', '3', 'Area:', '95 m²', 'Bathrooms:', '2', 'Available from:', '11 Mar']"
"House and Lot For Rent in 5, Twinpeaks Drive, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/house-and-lot/grand-2-storey-5-bedroom-house-with-pool-for-rent-in-blue-ridge-b-ad-233-ln922451,"PHP 130,000/ month","5, Twinpeaks Drive, Project 4, Quezon City, Metro Manila, 1109",,550 m²,5+,5,Available from 6 Jun,,24 Nov 13:49,Housing I.,"['PHP 130,000/ month', '/ month', '5, Twinpeaks Drive, Project 4, Quezon City, Metro Manila, 1109', 'Bedrooms:', '5+', 'Area:', '550 m²', 'Bathrooms:', '5', 'Available from:', '6 Jun']"
"House and Lot For Sale in 47a, Xavierville Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/townhouse-for-sale-in-xavierville-avenue-ad-232-ln261985,"PHP 8,500,000","47a, Xavierville Avenue, Quezon City, Metro Manila",,120 m²,3,3,Available from 14 Mar,,24 Nov 13:49,Housing I.,"['PHP 8,500,000', '47a, Xavierville Avenue, Quezon City, Metro Manila', 'Bedrooms:', '3', 'Area:', '120 m²', 'Bathrooms:', '3', 'Available from:', '14 Mar']"
"House and Lot For Rent in Upper McKinley Hill, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/house-and-lot/neoclassical-4br-house-for-lease-in-mckinely-hill-village-ad-231-ln537312,"PHP 225,000/ month","Upper McKinley Hill, Taguig, Metro Manila",,590 m²,4,1,Available from 30 Sep,,24 Nov 13:49,Housing I.,"['PHP 225,000/ month', '/ month', 'Upper McKinley Hill, Taguig, Metro Manila', 'Bedrooms:', '4', 'Area:', '590 m²', 'Bathrooms:', '1', 'Available from:', '30 Sep']"
"Condo For Sale in 3, Levi B. Mariano Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-1br-in-grace-residences-ad-230-ln571160,"PHP 4,700,000","3, Levi B. Mariano Avenue, Taguig, Metro Manila",,23 m²,1,1,Available from 17 Mar,,24 Nov 13:49,Housing I.,"['PHP 4,700,000', '3, Levi B. Mariano Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '23 m²', 'Bathrooms:', '1', 'Available from:', '17 Mar']"
"House and Lot For Rent in Tanauan Street, Muntinlupa",https://lifenavi.com/ph/properties/muntinlupa/for-rent/house-and-lot/newly-renovated-4-br-home-with-pool-in-ayala-alabang-ad-229-ln182302,"PHP 250,000/ month","Tanauan Street, Muntinlupa, Metro Manila, 1780",,450 m²,4,4,Available from 31 Oct,,24 Nov 13:49,Housing I.,"['PHP 250,000/ month', '/ month', 'Tanauan Street, Muntinlupa, Metro Manila, 1780', 'Bedrooms:', '4', 'Area:', '450 m²', 'Bathrooms:', '4', 'Available from:', '31 Oct']"
"House and Lot For Rent in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-rent/house-and-lot/house-and-lot-for-lease-in-ayala-alabang-village-ad-228-ln401437,"PHP 185,000/ month","Muntinlupa, Metro Manila",,00 m²,4,1,Available from 1 Jan,,24 Nov 13:49,Housing I.,"['PHP 185,000/ month', '/ month', 'Muntinlupa, Metro Manila', 'Bedrooms:', '4', 'Area:', '00 m²', 'Bathrooms:', '1', 'Available from:', '1 Jan']"
"Condo For Rent in 191, Salcedo, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2-bedroom-corner-unit-in-the-rise-ad-227-ln250597,"PHP 70,000/ month","191, Salcedo, Legazpi Village, Makati City, Kalakhang Maynila, 1229",,67.92 m²,2,1,Available from 20 Mar,,24 Nov 13:49,Housing I.,"['PHP 70,000/ month', '/ month', '191, Salcedo, Legazpi Village, Makati City, Kalakhang Maynila, 1229', 'Bedrooms:', '2', 'Area:', '67.92 m²', 'Bathrooms:', '1', 'Available from:', '20 Mar']"
"Condo For Sale in Valero, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/3br-unit-for-sale-in-nobel-plaza-ad-226-ln280628,"PHP 18,000,000","Valero, Makati City, Kalakhang Maynila",,155.15 m²,3,3,Available from 20 Mar,,24 Nov 13:49,Housing I.,"['PHP 18,000,000', 'Valero, Makati City, Kalakhang Maynila', 'Bedrooms:', '3', 'Area:', '155.15 m²', 'Bathrooms:', '3', 'Available from:', '20 Mar']"
"Condo For Rent in Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2br-unit-with-balcony-and-parking-for-lease-in-proscenium-at-rockwell-ad-225-ln920417,"PHP 160,000/ month","Estrella, Makati City, Metro Manila",,118 m²,2,2,Available from 22 Mar,,24 Nov 13:49,Housing I.,"['PHP 160,000/ month', '/ month', 'Estrella, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '118 m²', 'Bathrooms:', '2', 'Available from:', '22 Mar']"
"Condo For Rent in corner, 28th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/bare-1-bedroom-unit-with-parking-for-rent-in-east-gallery-place-ad-224-ln984928,"PHP 110,000/ month","corner, 28th Street, Taguig, Metro Manila",,79 m²,1,1,Available from 30 Apr,,24 Nov 13:49,Housing I.,"['PHP 110,000/ month', '/ month', 'corner, 28th Street, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '79 m²', 'Bathrooms:', '1', 'Available from:', '30 Apr']"
"House and Lot For Sale in 1700, Cattleya, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/house-for-sale-severina-south-green-park-paranque-ad-222-ln412911,"PHP 9,879,000","1700, Cattleya, Parañaque, Metro Manila",,00 m²,3,2,Available from 6 Dec,,24 Nov 13:48,Housing I.,"['PHP 9,879,000', '1700, Cattleya, Parañaque, Metro Manila', 'Bedrooms:', '3', 'Area:', '00 m²', 'Bathrooms:', '2', 'Available from:', '6 Dec']"
"Condo For Rent in 1113, Aurora Boulevard, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/condo/for-rent-2br-condo-unit-in-mezza-2-ad-221-ln988472,"PHP 38,000/ month","1113, Aurora Boulevard, Quezon City, Metro Manila",,71 m²,2,2,Available from 4 Oct,,24 Nov 13:48,Housing I.,"['PHP 38,000/ month', '/ month', '1113, Aurora Boulevard, Quezon City, Metro Manila', 'Bedrooms:', '2', 'Area:', '71 m²', 'Bathrooms:', '2', 'Available from:', '4 Oct']"
"Condo For Sale in 54, Corporate Avenue, Muntinlupa",https://lifenavi.com/ph/properties/muntinlupa/for-sale/condo/for-sale-2br-condo-unit-in-bristol-parkway-ad-220-ln209373,"PHP 32,000,000","54, Corporate Avenue, Muntinlupa, Metro Manila",,105 m²,2,3,Available from 25 Mar,,24 Nov 13:48,Housing I.,"['PHP 32,000,000', '54, Corporate Avenue, Muntinlupa, Metro Manila', 'Bedrooms:', '2', 'Area:', '105 m²', 'Bathrooms:', '3', 'Available from:', '25 Mar']"
"Condo For Sale in Dela Rosa Access Road 3, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-in-kroma-tower-ad-219-ln856001,"PHP 14,000,000","Dela Rosa Access Road 3, Makati City, Metro Manila",,59 m²,1,1,Available from 25 Mar,,24 Nov 13:48,Housing I.,"['PHP 14,000,000', 'Dela Rosa Access Road 3, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '59 m²', 'Bathrooms:', '1', 'Available from:', '25 Mar']"
"House and Lot For Rent in 109, Eulogio Rodriguez Jr. Avenue, Pasig",https://lifenavi.com/ph/properties/pasig/for-rent/house-and-lot/timeless-2-storey-4-bedroom-house-with-pool-parking-for-rent-in-valle-verde-2-ad-218-ln192746,"PHP 150,000/ month","109, Eulogio Rodriguez Jr. Avenue, Pasig, Metro Manila",,450 m²,4,4,Available from 25 Mar,,24 Nov 13:48,Housing I.,"['PHP 150,000/ month', '/ month', '109, Eulogio Rodriguez Jr. Avenue, Pasig, Metro Manila', 'Bedrooms:', '4', 'Area:', '450 m²', 'Bathrooms:', '4', 'Available from:', '25 Mar']"
